Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
244,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/244,MS023 : ゾーンマスタ設定 : Delete button disable status mismatch,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
When selecting item that cannot be updated/deleted, in NEW LOMOS delete button is not disbled.    

## References / Evidences  
**In OLD LOMOS** 
![image](/uploads/29ecd70c6258185ef6e41547e51c5a91/image.png)  
  
**In NEW LOMOS**  
![image](/uploads/b28785f513aaffe9931852eeee43e78c/image.png)
  
**Item to select**  
![image](/uploads/265e977939667bb9634488795a61247e/image.png)


## Function With Error  
Button disable status.    

## What Error Occurred  
Delete button is enabled, when its expected to be disabled.    

## Operation Procedure  
1. In MS022, select either of following data.
![image](/uploads/3a959056369b8eb2b4a39433de89c1ef/image.png)  
![image](/uploads/61b5ea797036dce24853a157dbcb4070/image.png)  

## Expected Result  
1. Both Add/Update, and Delete button is disabled.  

## Actual Result  
1. Add/Update button is disabled.
2. Delete button is enabled.  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020-10-02 03:57:16,2020-10-06 03:08:25,2020-10-06 03:08:25,,,"Defect-PT-InternalReview,Doing",0,0
246,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/246,MS023 : ゾーンマスタ設定 : Required field text background color issue,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
For some fields bg color is updated to pink after insert.
For some, it remains white.  
For initial state, they are all white.  

## References / Evidences  
**Initial State**  
![image](/uploads/23f6fdb551c6d2874451d80b6cf20fd9/image.png)  

**After Input**    
![image](/uploads/a2b91b8b713c5653cc4981c12c6bb07e/image.png)  
  
**Reference of OTHER eMES screen with required field**
![image](/uploads/942337a54cfa0baac3ed852b92ee8cdf/image.png)  

## Function With Error  
Required field background color  

## What Error Occurred  
It will depend on the expected bg color when required field is filled in.
Each required fields are expected to follow that pattern.  

## Operation Procedure  
1. None  

## Expected Result  
1. Apply same expected rule for each required fields.  

## Actual Result  
Enter how it was actually working  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-02 04:26:48,2020-10-06 03:02:35,2020-10-06 03:02:35,,,"Defect-PT-InternalReview,Doing",0,0
247,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/247,MS023 : ゾーンマスタ設定 : Deleted Data is not removed from MS022,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Deleted data in MS023 is not applied in MS022    

## References / Evidences  
No capture  

## Function With Error  
DB update/refresh  

## What Error Occurred  
After item is removed in MS023, and move BACK to MS022, item deletion is not applied.  
And when trying to click Setting for deleted item, it just refreshes screen.  
And even after this, item is still shown.    

## Operation Procedure  
1. Show 1 or more results in MS022
2. Select 1 item in MS022 and click Setting to transit to MS023
3. Delete item in MS023
4. Click BACK and transit to MS022  

## Expected Result  
From table, deleted item is removed    

## Actual Result  
Deleted item still exists    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-02 07:19:24,2020-10-09 02:33:14,2020-10-09 02:33:14,,,"Defect-PT-InternalReview,Doing",0,0
248,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/248,NK005 : 入庫指示リスト出力 : Select All / Unselect All is not working,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
When clicking Select all / deselect all, checkbox is not updated  

## References / Evidences  
![NK005-select-unselect](/uploads/bd796d1c5e47ca12e874645c480205ed/NK005-select-unselect.gif)  

## Function With Error  
1. Select all  
2. Deselect all  

## What Error Occurred  
Checkbox is not updated  

## Operation Procedure  
1. Click select all buttton.
2. Click deselect all button.  

## Expected Result  
1. Checkbox status is updated  

## Actual Result  
1. Checkbox status is not updated
Enter how it was actually working  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Missing JavaScript

## What was the root cause?  
PG mistake didnt commit JavaScript  

## How can this be prevented from next time?  
Double check after commit 

## What was changed to resolve this?  
add NK005 JavaScript 

## How was it changed to resolve this?  
add NK005 JavaScript 


## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-02 07:50:04,2020-10-14 08:19:41,2020-10-09 02:56:27,,,"Defect-PT-InternalReview,To Do",0,0
249,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/249,NK005 : 入庫指示リスト出力 : Export via Supplier / Item,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
System Error occurs and data is not updated  

## References / Evidences  
**Export by Supplier case**  
![NK005-export-list-via-supplier](/uploads/9bddf87d209d2f0d69c8b230f60ffc4f/NK005-export-list-via-supplier.gif)
  

**Export by Supplier case**  
![NK005-export-list-via-item](/uploads/241664bedffecc5aadd83db2dea14f01/NK005-export-list-via-item.gif)  


## Function With Error  
Button on click event, DB update  

## What Error Occurred  
1. DB update is not applied  
2. Missing error handling, leading to system error    

## Operation Procedure  
1. Select ""Issue New List"" (left) for radio button
2. Run search
3. Check any item for export target
4. Click Export by Supplier button OR Export by Item button. (both has same error)
 
## Expected Result  
1. Checked item is removed from ""Issue New List"" search result, and moved into ""Reissue List"" search result.  
2. List export feature is not applied and commented out. (or any handling so list export will not be triggered)
3. No System Error occurs, and initial view of NK005 is shown.  

## Actual Result  
1. Data is not updated
2. System Error  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Print function is not ready yet  

## What was the root cause?  
Didnt comment out print function

## How can this be prevented from next time?  
Double check on the pg code

## What was changed to resolve this?  
Comment out the print function

## How was it changed to resolve this?  
Comment out the print function

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-02 08:00:40,2020-10-14 07:33:07,2020-10-14 07:33:07,,,"Defect-PT-InternalReview,Doing",0,0
258,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/258,ZN007 : 日締め処理 : System error when start button is clicked,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
When button is clicked, system error occurs  

## References / Evidences  
![ZN007](/uploads/909d89513bf71fec40933a65d3ecdfb1/ZN007.gif)  

## Function With Error  
OnClick event  

## What Error Occurred  
System Error  

## Operation Procedure  
1. Click start button  

## Expected Result  
1. No system error  
2. Nothing happens when button is clicked (since main feature in click event should be commented out)    

## Actual Result  
1. System Error    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nur Diyana,yana,No,No,,2020-10-09 01:34:27,2020-10-09 02:42:14,2020-10-09 02:42:14,,,Defect-PT-InternalReview,0,0
259,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/259,TR002 : 出荷実績履歴参照 : Date validator not working,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Date validation does not validate non-date format texts    

## References / Evidences  
**In OLD LOMOS**  
![image](/uploads/00ca6dc7504474bfd92ed0115c24729c/image.png)  
   
**In NEW LOMOS**  
![image](/uploads/60a3c3705b32996af83d06e73a0efa8f/image.png)  
![image](/uploads/1840b963e6187cf4aac17002eb197ef2/image.png)   

## Function With Error  
Validation of text format  

## What Error Occurred  
Even if the text is not correct date, erorr message is not shown and search is run.  

## Operation Procedure  
1. Enter INVALID date for any of followings  
 - Shipping Date FROM
 - Shipping Date TO
 - Deliver Date FROM
 - Deliver Date TO

## Expected Result  
Error message, based on OLD LOMOS is shown  

## Actual Result  
No error message, some search result is shown  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nur Diyana,yana,No,No,,2020-10-09 01:49:09,2020-10-09 02:04:50,2020-10-09 02:04:50,,,Defect-PT-InternalReview,0,0
260,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/260,TR002 : 出荷実績履歴参照 : Button margin is not set,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Button margin is not set as expected  

## References / Evidences  
![image](/uploads/81a0fbe1e4fffc048060900ad32b41f1/image.png)  

## Function With Error  
UI  

## What Error Occurred  
Margin is not set to button, and layout is not looking good.  

## Operation Procedure  
1. None  

## Expected Result  
1. 5px Margin is set to button (Please check other screens/dev for detail on this)   
![image](/uploads/3f6aad2dc0b37a0928a602b35dfb9162/image.png)  

## Actual Result  
1. No margin  
![image](/uploads/77b5aac972c5dc4018184b96a9b07517/image.png)  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nur Diyana,yana,No,No,,2020-10-09 01:57:17,2020-10-27 04:04:04,2020-10-27 04:04:04,,,"Defect-PT-InternalReview,Doing",0,0
261,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/261,TR002 : 出荷実績履歴参照 : Able enter double byte character each fields,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Double byte can be typed, but it should not be able to be typed  

## References / Evidences  
![TR002-3](/uploads/8c180ca6ca08d24ddd0534c73bc8895b/TR002-3.gif)  

## Function With Error  
Input field input type.  

## What Error Occurred  
Should not allow double byte input.  
(Can paste, but should not be able to type directly from keyboard)    

## Operation Procedure  
1. Focus on any input field.  
2. Switch keyboard to double byte mode  
3. enter double byte  

## Expected Result  
1. Cannot switch to double byte mode    

## Actual Result  
1. Can switch to double byte mode, and can enter double byte.   

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nur Diyana,yana,No,No,,2020-10-09 02:10:52,2020-10-27 04:03:56,2020-10-27 04:03:56,,,Defect-PT-InternalReview,0,0
262,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/262,TR002 : 出荷実績履歴参照 : Shipping Date FROM is not shown as required field,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
For required field, following is missing.
1. Text field background color
2. Cell background color  

## References / Evidences  
![image](/uploads/6419bc5462243a44cd341c7a89ac3857/image.png)

## Function With Error  
BG Color  

## What Error Occurred  
Color does not match required field   

## Operation Procedure  
1. None  

## Expected Result  
1. BG is shown as pink for required field.
 - If Shipping Date FROM cell and TO cell is set as 1 cell, is it able to split them into 2?
 - If yes, please set input field background color AND Shipping Date FROM cell background color as required field color.   
 - If not, please just set input field background color as required field color.   

## Actual Result  
Enter how it was actually working  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nur Diyana,yana,No,No,,2020-10-09 02:26:18,2020-10-27 04:03:34,2020-10-27 04:03:34,,,"Defect-PT-InternalReview,Doing",0,0
274,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/274,MS023 : A strange behaviour on update data,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
A strange behaviour when I tried to update data by clicking add/update, It will trigger me that I have to click search button before update. Whereas I already pressed the search button before. This only occurs when user search for existing data, update to existing location and press add/update then try to change to correct location (not exist yet) then try to press add/update .

## References / Evidences  
Paste screen capture, or error log text here  

## Function With Error  
Enter what feature has error  

## What Error Occurred  
Enter what error is occurring  

## Operation Procedure  
1) on MS022 click Add new
2) find existing data and click search
3) update location ""from"" and ""to"" to other existing location so error will occur. Click add/update
4) Error shows that location has existed, fix the location ""for"" and ""to"" to valid location to update and click add/update
5) an error shows ""W199 

入力したコードは、既に存在していますので、検索ボタンを押してください。""

## Expected Result  
Enter how it should work  

## Actual Result  
Enter how it was actually working  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
There is updateTime which is not considered during migration.

## What was the root cause?  
The Javascript is not fully migrated.

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",AUT-Iskandar,iskandar,AUT-Iskandar,iskandar,No,No,2020-10-16,2020-10-16 10:15:02,2020-10-16 10:26:57,2020-10-16 10:26:57,,,Defect-PT-InternalReview,0,0
276,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/276,TN001 : 棚卸管理 : Inventory does not get removed after complete inventory,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
In TN001, inventory status does not get updated.  

## References / Evidences  
In NEW LOMOS  
![TN001-1](/uploads/f9694a081a8317f7dda3749ea4b5e6eb/TN001-1.gif)  
 
In OLD LOMOS  
![TN001-3](/uploads/b2e4ba1e2e08e2a7b6d562fad4a8737a/TN001-3.gif)

## Function With Error  
Inventory status update, and message update    

## What Error Occurred  
Table and message is not updated    

## Operation Procedure  
1. Select any item in TN001.  
2. Click Decide Inventory button.  

## Expected Result  
1. Selected inventory status is updated.
2. Selected inventory is removed from table of started inventory in TN001
3. Message shows message with new item count ""x items found.  

## Actual Result  
1. Item status is not updated.
2. Message does not show item count  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-20 07:28:18,2020-10-23 05:55:54,2020-10-23 05:55:54,,,Defect-PT-InternalReview,0,0
277,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/277,TN003 : 棚卸入力 : Header UI,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
UI not matches format with other screens.
Also header input field bg color is white for required field.
(Details to be added later)  

## References / Evidences  
IN NEW LOMOS  
![image](/uploads/18ab0230088a87f48e95ddd6891ea2e8/image.png)  
  
IN OLD LOMOS  
![image](/uploads/b06c93207bb9c1c4f67870772cfda205/image.png)  
  
## Function With Error  
UI  

## What Error Occurred  
1. Missing table format
2. Missing text ""Page Number"" (ページ番号）
3. BG color of input field in header area should be white
4. Unexpected title text ""Search Criteria"" (検索条件)

## Operation Procedure  
1. Open TN003  

## Expected Result  
Migrated in same pattern with MS022.  
(Needs to be discussed within developer to confirm which is as expected)  
  
Sample in MS022  
![image](/uploads/25bd6d344a7e836c7a4ffc0711b11e73/image.png)  
![image](/uploads/4feaff90d70afeecc538fae4ff05d387/image.png)  
   
## Actual Result  
![image](/uploads/646a8fa7483e94a643adac821dc2599d/image.png)    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-20 07:33:29,2020-10-22 05:35:32,2020-10-22 05:35:32,,,Defect-PT-InternalReview,0,0
279,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/279,TN003 : 棚卸入力 : Back button returns to menu instead of prev screen,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
When back is pressed in TN003, it returns to main menu  

## References / Evidences  
![TN003-1](/uploads/4ed72a85746a380051a16240ef5b4f36/TN003-1.gif)    
  
## Function With Error  
back button  

## What Error Occurred  
Not returns to previous page  

## Operation Procedure  
1. Proceed to TN003 from TN001
2. Press Back button  

## Expected Result  
1. Screen transition to TN001  

## Actual Result  
1. Screen transition to main menu  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-20 09:22:30,2020-10-22 05:35:31,2020-10-22 05:35:31,,,Defect-PT-InternalReview,0,0
280,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/280,TN002 : 棚卸開始 : Table layout (title),Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Title text UI does not match with other screen pattern, such as MS022  

## References / Evidences  
![image](/uploads/3cd4c3dcc272b684b227a143e74878ba/image.png)  

## Function With Error  
Layout for title of table  
(in this screen ""棚卸開始"" and ""各種設定"")  

## What Error Occurred  
Needs confirmation if this is as expected layout  

## Operation Procedure  
1. None  

## Expected Result  
According to MS022, this kind of title is cut off.  
Needs confirmation within team which is correct, and apply to that.  

Sample in MS022  
![image](/uploads/25bd6d344a7e836c7a4ffc0711b11e73/image.png)  
![image](/uploads/4feaff90d70afeecc538fae4ff05d387/image.png)  
  
## Actual Result  
![image](/uploads/c9824d56e62fffe0d3dbb2b5233e9345/image.png)    
![image](/uploads/8a8416ccbc2676a9b974bdf7f916ec5c/image.png)  

ALSO same in TN003  
![image](/uploads/646a8fa7483e94a643adac821dc2599d/image.png)  
  
---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-10-20 09:30:31,2020-10-22 05:35:30,2020-10-22 05:35:30,,,Defect-PT-InternalReview,0,0
281,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/281,SK007 : 出荷進捗照会 : Able to update Deliver Destination name manually,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Able to update text, that should not be able to.    

## References / Evidences  
![SK007-1](/uploads/04a1ef524368404f97627760fa77cab6/SK007-1.gif)  

## Function With Error  
UI  

## What Error Occurred  
Able to update field that should not be able to.  

## Operation Procedure  
1. Click mag button to select deliver destination in sub-window.
2. Select deliver destination.
3. focus on deliver desination name.
4. Edit deliver destination by keyboard.  

## Expected Result  
1. Cannot edit deliver destination manually at any time.  

## Actual Result  
1. Can update    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020-10-21 07:21:12,2020-10-26 14:40:26,2020-10-26 14:40:26,,,Defect-PT-InternalReview,0,0
291,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/291,MS024 : ルートマスタ検索 / Search_Route_Master : Margin for table button is missing,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Margin or Padding for button is missing   

## References / Evidences  
![image](/uploads/aa64e8c2616d6296a5f9b64ae29d794c/image.png)  

## Function With Error  
UI  

## What Error Occurred  
Button is missing margin or padding parameter.   
leading button design to be shown not well.     

## Operation Procedure  
1. Search with 1 or more results.  

## Expected Result  
To show with margin like this  
(sample from ms022)   
![image](/uploads/e384e0e2fbbd18e79e8caf60d67ef6b2/image.png)  

## Actual Result  
![image](/uploads/aa64e8c2616d6296a5f9b64ae29d794c/image.png)  

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Kent Loong,kentloong,No,No,,2020-10-27 03:41:19,2020-10-30 08:43:16,2020-10-30 08:43:15,,,"Defect-PT-InternalReview,Doing",0,0
292,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/292,NK012 : 入庫実績問い合わせ / Receiving_Progress_Inquiry : Able to update Deliver Destination name manually,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Able to update text, that should not be able to.    

## References / Evidences  
(This is gi from SK007, but the same case was occurring in NK012)  
![SK007-1](/uploads/04a1ef524368404f97627760fa77cab6/SK007-1.gif)  

## Function With Error  
UI  

## What Error Occurred  
Able to update field that should not be able to.  

## Operation Procedure  
1. Click mag button to select deliver destination in sub-window.
2. Select deliver destination.
3. focus on deliver desination name.
4. Edit deliver destination by keyboard.  

## Expected Result  
1. Cannot edit deliver destination manually at any time.  

## Actual Result  
1. Can update    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Kent Loong,kentloong,No,No,,2020-10-27 03:46:09,2020-10-30 08:43:13,2020-10-30 08:43:13,,,"Defect-PT-InternalReview,Doing",0,0
294,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/294,SK008 : 出荷進捗照会詳細 / Shipping_Progress_Inquiry_Detail,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Table has horitonzal scroll    

## References / Evidences  
![image](/uploads/bdb6f97957808e3104ae8942d13d7ffa/image.png)  

## Function With Error  
Table layout  

## What Error Occurred  
Would be better to remove horizontal scroll  

## Operation Procedure  
None  

## Expected Result  
Table is shown in 1 screen, without need of scroll    

## Actual Result  
Table has scroll bar    

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
![image](/uploads/c7d48d75e8589347628e5d989f4f7b10/image.png)",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020-10-27 06:34:47,2020-10-27 13:55:20,2020-10-27 13:55:20,,,Defect-PT-InternalReview,0,0
295,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/295,PT SK013 fix to disabled date after search,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
SK013 on OLD_LOMOS will disable nhDate after search. In current lomos it is not implemented. 

## References / Evidences  
Paste screen capture, or error log text here  

## Function With Error  
date field 

## What Error Occurred  
not being disabled after search  

## Operation Procedure  
enter correct date and press search

## Expected Result  
the date should be disabled

## Actual Result  
the date is not being disabled

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Migration for date disability is not being implemented

## What was the root cause?  
Developer Miss PG

## How can this be prevented from next time?  
aware of field being disabled

## What was changed to resolve this?  
Change the date to disabled after search

## How was it changed to resolve this?  
change SK013.xhtml and SK013.java

## References / Evidences  
Paste screen capture after update",AUT-Iskandar,iskandar,AUT-Iskandar,iskandar,No,No,,2020-10-27 13:54:52,2020-10-27 14:30:01,2020-10-27 14:30:01,,,Defect-PT-InternalReview,0,0
298,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/298,MS025 : ルートマスタ設定 / Route_Master_Settings : Message Not fully shown,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Enter summary here  

## References / Evidences  
Actual message
![image](/uploads/3301b893e23ed33ab5b2ed2b9ea375e0/image.png)    
![image](/uploads/a79a95437abc4d1424e0b507d1b42c7a/image.png)  


Expected
![image](/uploads/31cbca59970dd646fe6fcd7d1853e61c/image.png)  
![image](/uploads/7d9d7d0f007358857364fb8ff6650422/image.png)  

## Function With Error  
Error message  

## What Error Occurred  
Word ""Route"" is missing in message, when delete and add item.  

## Operation Procedure  
1. Add new item, see the message.

1. Delete added item, see the message.  

## Expected Result  
As shown in OLD LOMOS capture, with word ROUTE inside message.  

## Actual Result  
Word ""Route"" is missing in message.   

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-11-04 07:29:54,2020-11-09 05:42:23,2020-11-09 05:42:23,,,Defect-PT-InternalReview,0,0
299,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/299,ZK007 : 在庫ステータス管理 / Stock_Status_Management : Field is not shown as required field,Closed,"'# ↓Enter when creating defect issue↓  

## Defect Summary  
Dropdown is not shown as required field.  

## References / Evidences  
IN NEW LOMOS  
![image](/uploads/ad6af906eaf9f67e4028474ba9fd3e90/image.png)  
  
IN OLD LOMOS    
![image](/uploads/e750a94ee9590dea9c136b1c6f86872b/image.png)   
   
## Function With Error  
Dropdown related UI  

## What Error Occurred  
Not shown as required field.  

## Operation Procedure  
None  

## Expected Result  
Inventory status is shown as required field.  

## Actual Result  
Inventory status is NOT shown as required field.  
 

---

# ↓Enter when issue is resolved↓  

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020-11-05 03:41:25,2020-11-09 05:42:12,2020-11-09 05:42:12,,,Defect-PT-InternalReview,0,0
